"","scenarios","Year","Biomass","relative"
"216","scen7",126,54543.0505670975,0.277288218160636
"217","",127,5637.42762931806,0.0286597879306392
"218","scen1",127,5637.42762931806,0.0286597879306392
"219","scen2",127,11942.7436455185,0.0607150144882577
"220","scen3",127,21065.597445234,0.107094156255386
"221","scen4",127,36255.3616033995,0.184316508028993
"222","scen5",127,32738.3000019792,0.166436324678791
"223","scen6",127,42838.3218621258,0.217783233879227
"224","scen7",127,57136.2990569221,0.290471882174929
"225","",128,5595.81548694909,0.0284482383988222
"226","scen1",128,5595.81548694909,0.0284482383988222
"227","scen2",128,12160.7930104994,0.0618235428756135
"228","scen3",128,21777.6745163985,0.110714243144611
"229","scen4",128,37830.0706234275,0.19232207892657
"230","scen5",128,34006.418099605,0.172883235954415
"231","scen6",128,44660.4217433222,0.227046500677004
"232","scen7",128,59693.530528594,0.303472441381494
"233","",129,5554.83677797529,0.0282399091419192
"234","scen1",129,5554.83677797529,0.0282399091419192
"235","scen2",129,12379.3034584169,0.0629344153354876
"236","scen3",129,22494.0211373676,0.11435603574786
"237","scen4",129,39403.3730950343,0.200320499155063
"238","scen5",129,35269.8864000762,0.179306508398795
"239","scen6",129,46465.4374416123,0.23622291419856
"240","scen7",129,62203.2129736896,0.316231268878565
"241","",130,5514.47718571483,0.0280347273761904
"242","scen1",130,5514.47718571483,0.0280347273761904
"243","scen2",130,12598.1436215088,0.0640469640150135
"244","scen3",130,23213.4250830939,0.118013371305261
"245","scen4",130,40970.1126734852,0.208285554675673
"246","scen5",130,36525.1006088889,0.185687818350343
"247","scen6",130,48246.838337118,0.245279273808239
"248","scen7",130,64654.8243043147,0.328694872040166
