"","species","management","time","biomass","harvest1","profit1","BvBMSY","FvFMSY1","FvFMSYtotal"
"1","Coryphaena hippurus","BAU",1,3719.58879692152,150.993122148319,1509.93122148319,1.92477980622082,0.280452306801914,0.280452306801914
"2","Coryphaena hippurus","30% MPA",1,3719.58879692152,150.993122148319,1509.93122148319,1.92477980622082,0.280452306801914,0.280452306801914
"3","Coryphaena hippurus","BAU",2,3731.82367300549,151.489785150569,1514.89785150569,1.93111100133505,0.280452306801914,0.280452306801914
"4","Coryphaena hippurus","30% MPA",2,3731.82367300549,106.042849605399,1060.42849605399,1.93111100133505,0.19631661476134,0.19631661476134
"5","Coryphaena hippurus","BAU",3,3742.0919503827,151.906615973792,1519.06615973792,1.93642453840041,0.280452306801914,0.280452306801914
"6","Coryphaena hippurus","30% MPA",3,3787.53888592787,107.626043363292,1076.26043363292,1.95994201534958,0.19631661476134,0.19631661476134
"7","Coryphaena hippurus","BAU",4,3750.70370881183,152.256202006925,1522.56202006925,1.94088087473903,0.280452306801914,0.280452306801914
"8","Coryphaena hippurus","30% MPA",4,3834.87870617035,108.971243425833,1089.71243425833,1.98443900547608,0.19631661476134,0.19631661476134
"9","Coryphaena hippurus","BAU",5,3757.92195408382,152.549219716558,1525.49219716558,1.94461610825392,0.280452306801914,0.280452306801914
"10","Coryphaena hippurus","30% MPA",5,3874.97640585704,110.110652655738,1101.10652655738,2.00518840731768,0.19631661476134,0.19631661476134
"11","Coryphaena hippurus","BAU",6,3763.96921035959,152.794702256527,1527.94702256527,1.94774538877339,0.280452306801914,0.280452306801914
"12","Coryphaena hippurus","30% MPA",6,3908.85043370771,111.07321111392,1110.7321111392,2.02271723868106,0.19631661476134,0.19631661476134
"13","Coryphaena hippurus","BAU",7,3769.03336282325,153.000276644792,1530.00276644792,1.95036594145538,0.280452306801914,0.280452306801914
"14","Coryphaena hippurus","30% MPA",7,3937.40338799549,111.884566875242,1118.84566875242,2.03749256811171,0.19631661476134,0.19631661476134
"15","Coryphaena hippurus","BAU",8,3773.27277780597,153.172371609927,1531.72371609927,1.95255971630374,0.280452306801914,0.280452306801914
"16","Coryphaena hippurus","30% MPA",8,3961.42634935471,112.567199148819,1125.67199148819,2.04992375699692,0.19631661476134,0.19631661476134
"17","Coryphaena hippurus","BAU",9,3776.82075016795,153.316398128308,1533.16398128308,1.95439568955999,0.280452306801914,0.280452306801914
"18","Coryphaena hippurus","30% MPA",9,3981.60647326441,113.140634024709,1131.40634024709,2.06036638845676,0.19631661476134,0.19631661476134
"19","Coryphaena hippurus","BAU",10,3779.78933922731,153.436905139949,1534.36905139949,1.95593184868574,0.280452306801914,0.280452306801914
"20","Coryphaena hippurus","30% MPA",10,3998.536316501,113.621709492762,1136.21709492762,2.06912709351406,0.19631661476134,0.19631661476134
